prospectid,total_tl,tot_closed_tl,tot_active_tl,total_tl_opened_l6m,tot_tl_closed_l6m,pct_tl_open_l6m,pct_tl_closed_l6m,pct_active_tl,pct_closed_tl,total_tl_opened_l12m,tot_tl_closed_l12m,pct_tl_open_l12m,pct_tl_closed_l12m,tot_missed_pmnt,auto_tl,cc_tl,consumer_tl,gold_tl,home_tl,pl_tl,secured_tl,unsecured_tl,other_tl,age_oldest_tl,age_newest_tl,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,cc_enq,cc_enq_l6m,cc_enq_l12m,pl_enq,pl_enq_l6m,pl_enq_l12m,time_since_recent_enq,enq_l12m,enq_l6m,enq_l3m,maritalstatus,education,age,gender,netmonthlyincome,time_with_curr_empr,pct_of_active_tls_ever,pct_opened_tls_l6m_of_l12m,pct_currentbal_all_tl,cc_utilization,cc_flag,pl_utilization,pl_flag,pct_pl_enq_l6m_of_l12m,pct_cc_enq_l6m_of_l12m,pct_pl_enq_l6m_of_ever,pct_cc_enq_l6m_of_ever,max_unsec_exposure_inpct,hl_flag,gl_flag,last_prod_enq2,first_prod_enq2,credit_score,approved_flag
41895,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,7.0,7.0,65.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,145.0,4.0,1.0,0.0,Married,OTHERS,26,M,18000,98,1.0,0.0,0.976,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,PL,689,P2
41896,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,75.0,75.0,1566.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,Married,SSC,30,M,10200,17,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,668,P3
41897,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,2,0,0,0,0,0,2,0,0,53.0,13.0,58.0,,,0,,0,0,0,0,,,0,0,12,4,10,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0,0.0,Married,12TH,37,M,38000,122,0.5,0.0,0.896,,0,,0,0.0,0.0,0.0,0.0,,0,0,AL,AL,703,P1
41898,20,8,12,4,2,0.2,0.1,0.6,0.4,9,2,0.45,0.1,5,0,1,3,6,0,0,14,6,10,95.0,3.0,37.0,,,0,,0,0,0,0,0.0,0.0,0,0,62,27,51,0,0,0,0,0,0,0,0,0,0,8.0,5.0,3.0,3.0,0.0,0.0,0.0,81.0,5.0,5.0,1.0,Married,POST-GRADUATE,31,F,40000,143,0.6,0.444,0.813,0.895,1,,0,0.0,1.0,0.0,0.6,6.942,1,0,CC,CC,743,P1
41899,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,0,0,0,0,0,0,3,0,3,112.0,12.0,37.0,,,0,,0,0,0,0,,,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,GRADUATE,39,M,35000,274,0.333,0.0,1.047,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,707,P1
41900,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,0,0,0,0,2,0,2,12.0,5.0,51.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,0.0,0.0,Married,12TH,38,M,25000,130,1.0,1.0,0.831,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,682,P2
41901,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,24.0,24.0,90.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,11.0,11.0,Married,POST-GRADUATE,33,M,17000,54,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,630,P4
41902,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,8.0,8.0,,,,0,,0,0,0,0,,,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,95.0,3.0,2.0,0.0,Married,PROFESSIONAL,26,M,12000,63,1.0,0.0,1.062,,0,,0,0.5,0.0,0.5,0.0,,1,0,ConsumerLoan,PL,677,P2
41903,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4.0,4.0,99.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,2.0,1.0,0.0,Single,GRADUATE,24,M,14000,30,1.0,1.0,0.6,,0,,0,0.0,0.0,0.0,0.0,0.964,0,0,ConsumerLoan,others,680,P2
41904,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,61.0,61.0,950.0,35.0,29.0,7,85.0,85,0,0,0,,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,85,3.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,1.0,1.0,Single,OTHERS,27,M,43000,125,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,642,P4
41905,12,7,5,3,4,0.25,0.333,0.417,0.583,5,6,0.417,0.5,2,2,0,4,4,0,0,6,6,2,40.0,3.0,74.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,142.0,1.0,1.0,0.0,Married,12TH,47,M,30000,131,0.417,0.6,0.969,,0,,0,0.0,0.0,0.0,0.0,2.867,1,0,others,AL,686,P2
41906,6,6,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.167,0,1,0,0,0,0,0,5,1,5,96.0,15.0,2168.0,,,0,,0,0,0,0,,,0,0,34,0,6,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,0.0,0.0,Married,GRADUATE,32,M,25000,100,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,712,P1
41907,11,9,2,0,0,0.0,0.0,0.182,0.818,2,2,0.182,0.182,0,1,0,0,6,0,0,9,2,4,88.0,10.0,119.0,,,0,,0,0,0,0,0.0,0.0,0,0,33,5,15,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,90.0,2.0,1.0,1.0,Single,UNDER GRADUATE,32,M,35000,82,0.182,0.0,0.098,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,706,P1
41908,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,0,1,1,7.0,7.0,,,,0,,0,0,0,0,,,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,2.0,Married,SSC,31,M,22000,76,1.0,0.0,0.981,,0,,0,0.0,0.0,0.0,0.0,14.545,0,0,ConsumerLoan,PL,680,P2
41909,5,4,1,1,4,0.2,0.8,0.2,0.8,1,4,0.2,0.8,0,1,0,3,0,0,0,1,4,1,24.0,4.0,42.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,1.0,1.0,0.0,Married,GRADUATE,26,M,25000,71,0.2,1.0,0.667,,0,,0,0.0,0.0,0.0,0.0,0.44,0,0,ConsumerLoan,ConsumerLoan,688,P2
41910,4,2,2,0,0,0.0,0.0,0.5,0.5,0,1,0.0,0.25,0,1,0,0,1,2,0,4,0,0,51.0,19.0,105.0,14.0,5.0,6,56.0,25,1,4,3,25.0,56.0,2,0,21,0,3,0,0,0,0,0,0,0,0,0,25,5.0,0.0,0.0,0.0,3.0,1.0,1.0,121.0,2.0,1.0,0.0,Married,UNDER GRADUATE,36,M,25000,102,0.5,0.0,0.849,,0,,0,1.0,0.0,0.333,0.0,,1,1,PL,others,677,P2
41911,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,7.0,7.0,94.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,212.0,3.0,0.0,0.0,Single,GRADUATE,36,M,13000,64,1.0,0.0,0.333,,0,,0,0.0,0.0,0.0,0.0,1.454,0,0,PL,PL,683,P2
41912,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,7.0,7.0,75.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,1.0,0.0,0.0,Married,SSC,31,M,16000,57,1.0,0.0,0.3,,0,,0,0.0,0.0,0.0,0.0,0.937,0,0,ConsumerLoan,ConsumerLoan,689,P2
41913,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,1,0,0,0,1,1,1,12.0,4.0,75.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,3.0,1.0,2.0,140.0,5.0,2.0,0.0,Married,GRADUATE,22,M,61000,64,1.0,0.5,0.768,,0,,0,0.5,0.0,0.333,0.0,0.262,0,0,ConsumerLoan,others,668,P3
41914,16,12,4,1,1,0.062,0.062,0.25,0.75,3,2,0.188,0.125,1,0,0,2,9,0,0,11,5,5,90.0,3.0,102.0,,,0,,0,0,0,0,0.0,0.0,0,0,52,7,21,0,0,0,0,0,0,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,5.0,1.0,0.0,Married,OTHERS,59,M,43500,186,0.25,0.333,0.97,,0,,0,0.0,0.0,0.0,0.0,8.348,1,0,others,ConsumerLoan,721,P1
41915,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,2,0,0,0,0,0,2,0,0,24.0,4.0,57.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,717.0,0.0,0.0,0.0,Married,SSC,28,M,12000,56,1.0,1.0,1.145,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,678,P2
41916,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,1,0,0,0,0,1,0,2.0,2.0,,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,Married,12TH,42,M,20000,98,1.0,1.0,0.8,,0,,0,0.0,0.0,0.0,0.0,1.115,0,0,ConsumerLoan,others,663,P3
41917,23,18,5,4,6,0.174,0.261,0.217,0.783,8,9,0.348,0.391,3,0,1,0,21,0,0,21,2,1,101.0,3.0,51.0,16.0,16.0,1,5.0,5,0,0,0,0.0,0.0,0,0,29,2,7,0,0,0,0,0,0,0,0,0,5,6.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,2.0,1.0,Married,GRADUATE,36,M,30000,64,0.217,0.5,0.745,0.0,1,,0,0.0,0.0,0.0,0.0,7.584,1,0,ConsumerLoan,PL,681,P2
41918,8,7,1,0,0,0.0,0.0,0.125,0.875,0,0,0.0,0.0,1,0,0,0,0,0,8,0,8,0,172.0,20.0,1077.0,,,0,,0,0,0,0,,,0,0,45,4,11,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,4.0,1.0,1.0,24.0,1.0,1.0,1.0,Married,OTHERS,38,M,15000,248,0.125,0.0,0.719,,0,0.719,1,1.0,0.0,0.25,0.0,23.333,0,0,PL,PL,708,P1
41919,3,3,0,0,2,0.0,0.667,0.0,1.0,0,2,0.0,0.667,0,0,0,1,2,0,0,2,1,0,60.0,15.0,92.0,8.0,8.0,1,8.0,8,0,1,1,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,0.0,0.0,0.0,Married,12TH,36,M,20000,131,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,678,P2
41920,2,1,1,1,1,0.5,0.5,0.5,0.5,2,1,1.0,0.5,1,0,0,2,0,0,0,0,2,0,12.0,2.0,182.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,Married,SSC,35,F,18000,76,0.5,0.5,0.818,,0,,0,1.0,0.0,1.0,0.0,2.333,0,0,PL,ConsumerLoan,640,P4
41921,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,24.0,24.0,552.0,,,0,,0,0,0,0,,,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,GRADUATE,24,M,12951,91,1.0,0.0,0.935,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,683,P2
41922,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,45.0,45.0,1275.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Married,GRADUATE,30,M,9000,80,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,666,P3
41923,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,19.0,19.0,81.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,170.0,2.0,1.0,0.0,Single,12TH,21,M,16000,71,1.0,0.0,0.64,,0,,0,1.0,0.0,1.0,0.0,,0,0,PL,others,665,P3
41924,3,0,3,2,0,0.667,0.0,1.0,0.0,2,0,0.667,0.0,2,0,0,1,0,0,1,0,3,1,15.0,3.0,59.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,91.0,2.0,2.0,1.0,Married,SSC,49,M,27000,125,1.0,1.0,0.872,,0,0.88,1,0.0,0.0,0.0,0.0,11.716,0,0,others,PL,667,P3
41925,7,0,7,6,0,0.857,0.0,1.0,0.0,6,0,0.857,0.0,4,1,0,2,0,0,2,3,4,2,14.0,1.0,61.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1.0,1.0,1.0,8.0,8.0,8.0,4.0,15.0,15.0,15.0,Single,SSC,27,M,35000,183,1.0,1.0,0.714,,0,1.0,1,1.0,1.0,1.0,1.0,1.243,0,0,ConsumerLoan,others,595,P4
41926,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,2.0,2.0,37.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,10.0,7.0,6.0,Single,12TH,23,M,28000,84,1.0,1.0,1.0,,0,,0,0.0,0.0,0.0,0.0,0.864,0,0,ConsumerLoan,ConsumerLoan,641,P4
41927,6,5,1,0,0,0.0,0.0,0.167,0.833,0,1,0.0,0.167,0,0,0,0,6,0,0,6,0,0,75.0,18.0,354.0,32.0,30.0,3,68.0,7,0,0,0,,0.0,2,1,44,5,11,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,Married,GRADUATE,50,M,49000,154,0.167,0.0,1.252,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,679,P2
41928,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,0,0,0,0,2,0,2,15.0,2.0,30.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,GRADUATE,30,M,15800,30,1.0,1.0,0.815,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,687,P2
41929,7,0,7,2,0,0.286,0.0,1.0,0.0,6,0,0.857,0.0,2,1,0,4,0,0,0,1,6,2,13.0,6.0,61.0,7.0,7.0,1,24.0,24,0,1,1,0.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,1.0,1.0,0.0,Single,POST-GRADUATE,22,M,18000,51,1.0,0.333,0.443,,0,,0,0.0,0.0,0.0,0.0,4.68,0,0,ConsumerLoan,ConsumerLoan,675,P2
41930,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,2,0,0,2,0,0,30.0,29.0,760.0,28.0,27.0,2,57.0,26,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,0.0,0.0,0.0,Married,GRADUATE,33,M,110000,182,0.5,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,660,P3
41931,13,12,1,0,0,0.0,0.0,0.077,0.923,1,1,0.077,0.077,0,0,0,0,8,0,0,13,0,5,120.0,12.0,347.0,,,0,,0,0,0,0,,,0,0,56,4,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,SSC,37,F,20000,309,0.077,0.0,1.035,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,711,P1
41932,70,49,21,4,5,0.057,0.071,0.3,0.7,10,8,0.143,0.114,2,4,0,9,50,1,0,61,9,6,53.0,3.0,47.0,32.0,31.0,2,26.0,26,0,0,0,0.0,0.0,0,0,25,10,13,0,0,0,0,0,0,0,0,0,26,24.0,1.0,0.0,1.0,4.0,1.0,1.0,71.0,6.0,3.0,1.0,Married,OTHERS,27,M,18000,82,0.3,0.4,0.531,,0,,0,1.0,0.0,0.25,0.0,1.317,1,1,AL,others,655,P4
41933,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,0,0,0,1,1,1,0,19.0,1.0,114.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,1.0,Single,SSC,22,M,25000,37,1.0,1.0,0.798,,0,1.0,1,0.0,0.0,0.0,0.0,3.0,0,0,others,others,685,P2
41934,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,3.0,3.0,,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,Single,GRADUATE,22,M,30000,77,1.0,1.0,1.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,667,P3
41935,48,43,5,0,0,0.0,0.0,0.104,0.896,1,0,0.021,0.0,1,2,0,0,42,0,0,46,2,4,161.0,12.0,52.0,31.0,5.0,6,90.0,90,1,2,1,9.0,10.0,2,2,94,0,3,0,0,0,0,0,0,0,0,0,9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,Married,12TH,34,M,33000,145,0.104,0.0,0.535,,0,,0,0.0,0.0,0.0,0.0,3.761,1,0,ConsumerLoan,others,701,P1
41936,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,11.0,11.0,96.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,198.0,2.0,0.0,0.0,Single,GRADUATE,27,M,20000,26,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,1.5,0,0,PL,ConsumerLoan,671,P2
41937,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,8.0,8.0,24.0,5.0,5.0,1,27.0,27,1,1,0,27.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,1.0,0.0,0.0,Married,SSC,29,M,13000,96,1.0,0.0,0.869,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,666,P3
41938,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,15.0,15.0,51.0,5.0,5.0,1,11.0,11,1,1,0,11.0,11.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,1.0,0.0,0.0,Single,12TH,21,M,25000,60,1.0,0.0,0.699,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,665,P3
41939,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,2.0,2.0,,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,Single,UNDER GRADUATE,21,M,14900,30,1.0,1.0,1.0,,0,,0,1.0,0.0,1.0,0.0,,0,0,ConsumerLoan,others,651,P4
41940,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,0,1,0,0,0,0,1,1,1,11.0,1.0,42.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,39.0,2.0,1.0,1.0,Married,12TH,32,M,25000,65,1.0,0.5,1.035,1.0,1,,0,0.0,1.0,0.0,1.0,0.035,0,0,CC,AL,685,P2
41941,8,6,2,0,0,0.0,0.0,0.25,0.75,1,1,0.125,0.125,1,0,0,0,5,0,0,7,1,3,74.0,8.0,115.0,18.0,18.0,1,11.0,11,0,0,0,0.0,0.0,0,0,28,0,6,0,0,0,0,0,0,0,0,0,11,,,,,,,,,,,,Married,12TH,41,M,25000,185,0.25,0.0,1.044,,0,,0,0.0,0.0,0.0,0.0,0.0,1,0,others,others,690,P2
41942,8,5,3,0,0,0.0,0.0,0.375,0.625,0,1,0.0,0.125,0,5,0,0,0,1,0,8,0,2,109.0,22.0,47.0,20.0,4.0,4,24.0,24,1,2,1,24.0,24.0,0,0,8,3,6,0,0,0,0,0,0,0,0,0,24,8.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,1.0,1.0,0.0,Married,12TH,40,M,20000,243,0.375,0.0,0.801,,0,,0,0.0,0.0,0.0,0.0,,0,1,HL,others,709,P1
41943,8,8,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,8,0,0,8,0,0,30.0,18.0,420.0,28.0,26.0,3,118.0,59,0,0,0,,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,59,,,,,,,,,,,,Married,12TH,30,M,20000,71,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,650,P4
41944,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,0,0,0,1,0,0,1,0,0,13.0,13.0,,,,0,,0,0,0,0,,,0,0,12,4,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,SSC,52,F,25000,306,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,690,P2
41945,37,24,13,4,4,0.108,0.108,0.351,0.649,9,6,0.243,0.162,1,4,3,27,1,0,2,5,32,0,83.0,2.0,42.0,35.0,0.0,25,33.0,3,6,10,4,3.0,3.0,1,0,16,3,3,0,0,0,0,0,0,0,0,0,3,49.0,6.0,0.0,2.0,8.0,1.0,1.0,26.0,10.0,4.0,2.0,Married,GRADUATE,34,M,45000,77,0.351,0.444,0.741,0.916,1,,1,1.0,0.0,0.125,0.0,9.982,1,0,PL,CC,677,P2
41946,7,4,3,3,3,0.429,0.429,0.429,0.571,3,3,0.429,0.429,3,0,0,0,4,0,0,7,0,3,19.0,2.0,138.0,5.0,4.0,2,62.0,31,2,2,0,62.0,62.0,2,1,6,1,1,0,0,0,0,0,0,0,0,0,31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,3.0,3.0,Married,GRADUATE,41,M,20000,58,0.429,1.0,1.001,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,ConsumerLoan,666,P3
41947,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,24.0,24.0,72.0,18.0,17.0,2,24.0,24,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,2.0,2.0,2.0,Married,GRADUATE,28,M,18000,113,1.0,0.0,0.123,,0,,0,1.0,0.0,1.0,0.0,,0,0,others,others,656,P4
41948,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,23.0,23.0,543.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Single,GRADUATE,26,M,15000,18,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,ConsumerLoan,675,P2
41949,10,7,3,0,0,0.0,0.0,0.3,0.7,3,3,0.3,0.3,2,3,0,0,6,0,0,10,0,1,89.0,7.0,49.0,,,0,,0,0,0,0,0.0,0.0,0,0,44,9,19,0,0,0,0,0,0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,Married,OTHERS,38,M,28000,221,0.3,0.0,0.813,,0,,0,0.0,0.0,0.0,0.0,,1,0,ConsumerLoan,AL,704,P1
41950,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,0,0,2,0,2,0,0,15.0,14.0,429.0,,,0,,0,0,0,0,,,0,0,29,10,22,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0,Married,12TH,38,M,21000,451,1.0,0.0,0.867,,0,,0,0.0,0.0,0.0,0.0,,0,1,others,HL,704,P1
