,prospectid,total_tl,tot_closed_tl,tot_active_tl,total_tl_opened_l6m,tot_tl_closed_l6m,pct_tl_open_l6m,pct_tl_closed_l6m,pct_active_tl,pct_closed_tl,total_tl_opened_l12m,tot_tl_closed_l12m,pct_tl_open_l12m,pct_tl_closed_l12m,tot_missed_pmnt,auto_tl,cc_tl,consumer_tl,gold_tl,home_tl,pl_tl,secured_tl,unsecured_tl,other_tl,age_oldest_tl,age_newest_tl,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,cc_enq,cc_enq_l6m,cc_enq_l12m,pl_enq,pl_enq_l6m,pl_enq_l12m,time_since_recent_enq,enq_l12m,enq_l6m,enq_l3m,maritalstatus,education,age,gender,netmonthlyincome,time_with_curr_empr,pct_of_active_tls_ever,pct_opened_tls_l6m_of_l12m,pct_currentbal_all_tl,cc_utilization,cc_flag,pl_utilization,pl_flag,pct_pl_enq_l6m_of_l12m,pct_cc_enq_l6m_of_l12m,pct_pl_enq_l6m_of_ever,pct_cc_enq_l6m_of_ever,max_unsec_exposure_inpct,hl_flag,gl_flag,last_prod_enq2,first_prod_enq2,credit_score,approved_flag
50595,50596,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,9.0,9.0,88.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,1.0,0.0,0.0,Married,SSC,38,M,12000,48,1.0,0.0,0.389,,0,,0,0.0,0.0,0.0,0.0,2.025,0,0,ConsumerLoan,ConsumerLoan,681,P2
50596,50597,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,1,0,0,1,0,0,2,0,0,13.0,12.0,385.0,,,0,,0,0,0,0,0.0,0.0,0,0,13,5,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Single,12TH,26,M,14000,65,1.0,0.0,0.778,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,699,P2
50597,50598,3,1,2,1,0,0.333,0.0,0.667,0.333,2,0,0.667,0.0,0,0,0,0,0,0,0,2,1,3,92.0,6.0,144.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0.0,0.0,0.0,7.0,7.0,7.0,33.0,11.0,10.0,3.0,Single,GRADUATE,28,M,45000,62,0.667,0.5,1.04,,0,,0,1.0,0.0,1.0,0.0,,0,0,others,others,688,P2
50598,50599,2,2,0,0,1,0.0,0.5,0.0,1.0,0,1,0.0,0.5,0,1,0,1,0,0,0,1,1,0,62.0,16.0,239.0,25.0,25.0,1,1.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,Married,GRADUATE,31,M,25000,153,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,667,P3
50599,50600,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,20.0,20.0,73.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,2.0,2.0,Single,12TH,22,M,20000,77,1.0,0.0,0.34,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,668,P3
50600,50601,3,0,3,2,0,0.667,0.0,1.0,0.0,3,0,1.0,0.0,1,1,0,2,0,0,0,1,2,0,8.0,3.0,50.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,5.0,4.0,3.0,Married,SSC,30,M,20000,95,1.0,0.667,0.865,,0,,0,1.0,0.0,1.0,0.0,2.15,0,0,PL,others,648,P4
50601,50602,9,5,4,1,0,0.111,0.0,0.444,0.556,2,0,0.222,0.0,3,1,0,1,1,0,0,8,1,6,42.0,6.0,97.0,,,0,,0,0,0,0,0.0,0.0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,193.0,1.0,0.0,0.0,Married,SSC,33,M,25000,227,0.444,0.5,0.885,,0,,0,0.0,0.0,0.0,0.0,0.56,1,0,PL,CC,692,P2
50602,50603,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,89.0,89.0,2426.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,12TH,37,F,11500,70,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,681,P2
50603,50604,8,5,3,1,1,0.125,0.125,0.375,0.625,2,1,0.25,0.125,1,2,2,0,4,0,0,6,2,0,172.0,4.0,31.0,18.0,6.0,4,8.0,8,0,3,3,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7.0,1.0,0.0,0.0,2.0,2.0,2.0,43.0,4.0,3.0,2.0,Married,12TH,50,M,40000,182,0.375,0.5,0.344,0.179,1,,0,1.0,0.0,1.0,0.0,3.026,1,0,others,others,706,P1
50604,50605,4,2,2,2,1,0.5,0.25,0.5,0.5,2,1,0.5,0.25,1,1,0,0,0,0,0,4,0,3,42.0,2.0,73.0,32.0,31.0,2,26.0,25,0,0,0,0.0,0.0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1261.0,0.0,0.0,0.0,Married,GRADUATE,24,M,13890,41,0.5,1.0,1.02,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,660,P3
50605,50606,8,6,2,1,1,0.125,0.125,0.25,0.75,2,1,0.25,0.125,1,1,0,1,6,0,0,7,1,0,67.0,2.0,48.0,,,0,,0,0,0,0,0.0,0.0,0,0,28,5,11,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Married,GRADUATE,33,F,40000,74,0.25,0.5,0.793,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,HL,701,P1
50606,50607,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,0,1,0,0,0,0,1,1,1,23.0,4.0,37.0,12.0,4.0,8,29.0,28,1,7,6,28.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,Married,12TH,31,M,20000,187,1.0,1.0,0.693,1.0,1,,0,0.0,1.0,0.0,1.0,1.131,0,0,others,AL,662,P3
50607,50608,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,46.0,46.0,78.0,,,0,,0,0,0,0,,,0,0,26,5,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,12TH,31,M,30000,60,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,0.043,0,0,others,others,698,P2
50608,50609,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,12.0,12.0,64.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,Single,GRADUATE,22,M,20000,17,1.0,0.0,0.177,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,675,P2
50609,50610,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,58.0,58.0,817.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1740.0,0.0,0.0,0.0,Single,OTHERS,35,M,18000,185,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,705,P1
50610,50611,7,4,3,0,0,0.0,0.0,0.429,0.571,0,0,0.0,0.0,0,0,0,0,6,0,1,6,1,0,54.0,31.0,53.0,32.0,9.0,2,25.0,25,0,1,1,0.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1016.0,0.0,0.0,0.0,Married,GRADUATE,38,M,47900,79,0.429,0.0,0.635,,0,0.198,1,0.0,0.0,0.0,0.0,2.088,1,0,PL,PL,680,P2
50611,50612,5,1,4,0,0,0.0,0.0,0.8,0.2,0,0,0.0,0.0,1,0,0,0,0,3,0,5,0,2,182.0,31.0,340.0,31.0,2.0,17,89.0,29,4,8,4,29.0,89.0,1,1,81,8,22,0,0,0,0,0,0,0,0,0,29,6.0,0.0,0.0,0.0,1.0,0.0,0.0,953.0,0.0,0.0,0.0,Married,UNDER GRADUATE,56,M,55000,65,0.8,0.0,0.672,,0,,0,0.0,0.0,0.0,0.0,,0,1,HL,HL,736,P1
50612,50613,13,9,4,0,0,0.0,0.0,0.308,0.692,0,0,0.0,0.0,0,2,0,2,8,0,0,10,3,1,45.0,13.0,52.0,31.0,3.0,21,205.0,25,1,1,0,25.0,25.0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,25,13.0,1.0,0.0,1.0,0.0,0.0,0.0,38.0,9.0,3.0,3.0,Married,SSC,29,M,20000,68,0.308,0.0,0.716,,0,,0,0.0,0.0,0.0,0.0,1.73,1,0,others,others,663,P3
50613,50614,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,11.0,11.0,117.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,1.0,0.0,0.0,Married,12TH,34,M,17000,113,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,ConsumerLoan,682,P2
50614,50615,3,1,2,0,0,0.0,0.0,0.667,0.333,0,1,0.0,0.333,1,1,0,1,0,0,0,2,1,1,29.0,17.0,121.0,16.0,16.0,1,25.0,25,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Married,SSC,36,M,41000,87,0.667,0.0,0.75,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,658,P4
50615,50616,14,9,5,2,0,0.143,0.0,0.357,0.643,3,0,0.214,0.0,0,0,0,2,5,0,0,5,9,7,102.0,3.0,89.0,,,0,,0,0,0,0,0.0,0.0,0,0,55,8,14,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,2.0,0.0,0.0,Married,12TH,46,M,20000,269,0.357,0.667,0.935,,0,,0,0.0,0.0,0.0,0.0,7.05,1,0,ConsumerLoan,ConsumerLoan,711,P1
50616,50617,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,0,1,0,0,0,0,0,2,0,1,37.0,12.0,28.0,,,0,,0,0,0,0,0.0,0.0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,Single,12TH,28,M,35000,87,0.5,0.0,0.274,,0,,0,1.0,0.0,1.0,0.0,,0,0,PL,others,663,P3
50617,50618,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,9.0,9.0,115.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,283.0,1.0,0.0,0.0,Married,GRADUATE,43,M,35000,155,1.0,0.0,0.3,,0,,0,0.0,0.0,0.0,0.0,0.714,0,0,PL,PL,671,P2
50618,50619,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,7.0,7.0,56.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Single,GRADUATE,22,M,17000,14,1.0,0.0,0.833,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,683,P2
50619,50620,10,7,3,1,0,0.1,0.0,0.3,0.7,2,0,0.2,0.0,1,1,2,3,0,0,4,1,9,0,249.0,2.0,87.0,35.0,1.0,39,900.0,900,7,15,8,900.0,900.0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,900,27.0,8.0,5.0,7.0,7.0,2.0,2.0,20.0,14.0,11.0,7.0,Married,GRADUATE,52,M,28000,65,0.3,0.5,0.765,1.0,1,,1,1.0,0.714,0.286,0.625,2.935,0,0,CC,others,616,P4
50620,50621,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,35.0,35.0,330.0,,,0,,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1051.0,0.0,0.0,0.0,Single,GRADUATE,21,M,12000,14,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,695,P2
50621,50622,3,2,1,1,1,0.333,0.333,0.333,0.667,1,1,0.333,0.333,0,0,0,0,0,0,3,0,3,0,36.0,5.0,142.0,2.0,2.0,1,29.0,29,1,1,0,29.0,29.0,0,0,36,5,11,0,0,0,0,0,0,0,0,0,29,16.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,13.0,13.0,11.0,Married,UNDER GRADUATE,29,M,25000,54,0.333,1.0,0.955,,0,0.955,1,1.0,1.0,0.4,1.0,12.0,0,0,ConsumerLoan,PL,636,P4
50622,50623,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,3.0,3.0,,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0.0,0.0,0.0,9.0,9.0,9.0,2.0,14.0,14.0,3.0,Married,SSC,31,F,15000,101,1.0,1.0,0.028,,0,,0,1.0,0.0,1.0,0.0,,0,0,ConsumerLoan,PL,660,P3
50623,50624,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,2,0,26.0,26.0,293.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,791.0,0.0,0.0,0.0,Married,12TH,37,F,22000,122,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,1.773,0,0,ConsumerLoan,PL,690,P2
50624,50625,20,14,6,5,7,0.25,0.35,0.3,0.7,7,8,0.35,0.4,1,0,0,11,0,0,0,1,19,9,43.0,2.0,37.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,0.0,0.0,3.0,0.0,1.0,282.0,1.0,0.0,0.0,Married,SSC,29,M,30000,155,0.3,0.714,0.829,,0,,0,0.0,0.0,0.0,0.0,1.647,0,0,PL,ConsumerLoan,692,P2
50625,50626,5,4,1,1,0,0.2,0.0,0.2,0.8,1,1,0.2,0.2,0,0,0,3,0,0,2,0,5,0,170.0,6.0,23.0,35.0,26.0,9,900.0,900,0,0,0,0.0,0.0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,900,9.0,2.0,0.0,1.0,2.0,0.0,0.0,177.0,3.0,2.0,0.0,Married,12TH,43,M,32000,125,0.2,1.0,0.166,,0,,1,0.0,0.0,0.0,0.0,0.277,0,0,ConsumerLoan,ConsumerLoan,730,P1
50626,50627,4,3,1,0,0,0.0,0.0,0.25,0.75,1,2,0.25,0.5,0,0,0,0,3,0,0,4,0,1,50.0,8.0,64.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,1.0,1.0,Married,SSC,26,M,36000,194,0.25,0.0,0.908,,0,,0,0.0,0.0,0.0,0.0,,1,0,ConsumerLoan,others,686,P2
50627,50628,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,9.0,9.0,,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Single,GRADUATE,23,M,30000,42,1.0,0.0,1.059,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,682,P2
50628,50629,67,61,6,2,1,0.03,0.015,0.09,0.91,3,2,0.045,0.03,0,0,0,3,62,0,0,62,5,2,58.0,4.0,60.0,34.0,26.0,18,101.0,73,0,0,0,0.0,0.0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,51,5.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,Married,12TH,27,M,25000,63,0.09,0.667,0.534,,0,,0,1.0,0.0,1.0,0.0,6.924,1,0,PL,ConsumerLoan,656,P4
50629,50630,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,17.0,17.0,55.0,5.0,3.0,3,24.0,24,3,3,0,24.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,Married,GRADUATE,27,M,19000,64,1.0,0.0,0.423,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,684,P2
50630,50631,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5.0,5.0,73.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,3.0,1.0,Single,12TH,21,M,9500,42,1.0,1.0,0.5,,0,,0,0.0,0.0,0.0,0.0,2.316,0,0,ConsumerLoan,ConsumerLoan,683,P2
50631,50632,6,4,2,2,2,0.333,0.333,0.333,0.667,3,3,0.5,0.5,1,1,0,0,4,0,1,5,1,0,29.0,2.0,22.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1.0,1.0,1.0,3.0,3.0,3.0,29.0,7.0,7.0,4.0,Married,SSC,26,M,15000,77,0.333,0.667,0.878,,0,0.791,1,1.0,1.0,1.0,1.0,3.01,1,0,CC,others,652,P4
50632,50633,17,16,1,0,0,0.0,0.0,0.059,0.941,0,0,0.0,0.0,0,0,0,0,17,0,0,17,0,0,44.0,21.0,388.0,34.0,29.0,6,81.0,48,0,0,0,,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,Married,GRADUATE,30,M,17746,69,0.059,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,ConsumerLoan,ConsumerLoan,652,P4
50633,50634,48,43,5,0,0,0.0,0.0,0.104,0.896,0,0,0.0,0.0,0,0,0,2,46,0,0,46,2,0,53.0,18.0,390.0,35.0,16.0,24,96.0,68,0,0,0,0.0,0.0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,47,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,0.0,0.0,0.0,Married,12TH,44,M,50000,104,0.104,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,ConsumerLoan,others,673,P2
50634,50635,3,0,3,1,0,0.333,0.0,1.0,0.0,3,0,1.0,0.0,0,0,0,2,0,0,0,0,3,1,7.0,4.0,65.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,4.0,3.0,3.0,6.0,3.0,6.0,12.0,18.0,13.0,9.0,Married,12TH,28,M,30000,56,1.0,0.333,0.572,,0,,0,0.5,1.0,0.5,0.75,1.181,0,0,PL,CC,627,P4
50635,50636,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,0,0,0,0,0,0,1,0,1,18.0,18.0,296.0,,,0,,0,0,0,0,,0.0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0,0.0,0.0,Married,SSC,37,M,24000,60,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,697,P2
50636,50637,4,1,3,1,0,0.25,0.0,0.75,0.25,2,0,0.5,0.0,0,0,0,0,4,0,0,4,0,0,31.0,5.0,148.0,29.0,29.0,1,15.0,15,0,0,0,,0.0,0,0,29,10,14,0,0,0,0,0,0,0,0,0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,1.0,0.0,0.0,Married,OTHERS,31,M,25000,120,0.75,0.5,1.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,665,P3
50637,50638,54,46,8,2,3,0.037,0.056,0.148,0.852,7,4,0.13,0.074,0,1,0,4,38,0,0,46,8,11,158.0,4.0,73.0,35.0,35.0,1,18.0,18,0,0,0,0.0,0.0,0,0,120,5,12,0,0,0,0,0,0,0,0,0,18,10.0,0.0,0.0,0.0,4.0,3.0,4.0,108.0,5.0,4.0,0.0,Married,SSC,38,M,30000,125,0.148,0.286,0.881,,0,,0,0.75,0.0,0.75,0.0,4.514,1,0,PL,AL,683,P2
50638,50639,5,2,3,2,1,0.4,0.2,0.6,0.4,3,1,0.6,0.2,2,1,0,0,1,0,0,5,0,3,56.0,2.0,54.0,,,0,,0,0,0,0,0.0,0.0,0,0,20,6,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,OTHERS,36,M,30000,130,0.6,0.667,0.787,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,707,P1
50639,50640,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,23.0,23.0,315.0,,,0,,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0,0.0,0.0,0.0,Married,12TH,51,M,48500,138,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,693,P2
50640,50641,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,55.0,41.0,681.0,,,0,,0,0,0,0,,,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1243.0,0.0,0.0,0.0,Married,UNDER GRADUATE,26,M,19500,197,0.0,0.0,0.0,,0,,1,0.0,0.0,0.0,0.0,,0,0,others,others,695,P2
50641,50642,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,0,2,0,0,2,0,0,18.0,6.0,180.0,,,0,,0,0,0,0,,0.0,0,0,11,4,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Single,SSC,24,M,32000,311,1.0,1.0,1.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,693,P2
50642,50643,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,18.0,18.0,35.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1.0,1.0,1.0,Married,GRADUATE,33,M,22000,102,1.0,0.0,0.318,,0,,0,0.0,0.0,0.0,0.0,,0,0,HL,others,671,P2
50643,50644,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5.0,5.0,44.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0,0.0,0.0,0.0,Married,SSC,31,M,27000,16,1.0,1.0,0.571,,0,,0,0.0,0.0,0.0,0.0,0.368,0,0,ConsumerLoan,ConsumerLoan,690,P2
50644,50645,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,1,1,0,0,1,0,0,3,0,1,107.0,59.0,1421.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,Married,12TH,34,M,20000,80,0.333,0.0,0.342,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,ConsumerLoan,690,P2
50645,50646,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,13.0,13.0,52.0,,,0,,0,0,0,0,,,0,0,9,3,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Single,OTHERS,25,M,20000,305,1.0,0.0,0.892,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,693,P2
50646,50647,5,3,2,0,0,0.0,0.0,0.4,0.6,0,0,0.0,0.0,0,0,0,0,0,1,3,2,3,1,82.0,35.0,85.0,,,0,,0,0,0,0,,0.0,0,0,75,7,17,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1085.0,0.0,0.0,0.0,Married,UNDER GRADUATE,46,M,20000,71,0.4,0.0,0.531,,0,0.279,1,0.0,0.0,0.0,0.0,5.0,0,1,PL,PL,706,P1
50647,50648,5,2,3,2,1,0.4,0.2,0.6,0.4,3,1,0.6,0.2,0,0,0,4,0,0,1,0,5,0,22.0,6.0,41.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0.0,0.0,0.0,5.0,4.0,4.0,27.0,9.0,7.0,2.0,Married,GRADUATE,24,M,10500,38,0.6,0.667,0.748,,0,0.863,1,1.0,0.0,0.8,0.0,16.075,0,0,PL,PL,672,P2
50648,50649,25,21,4,1,1,0.04,0.04,0.16,0.84,3,3,0.12,0.12,2,0,0,5,17,0,0,17,8,3,97.0,3.0,26.0,17.0,9.0,9,85.0,21,0,3,3,0.0,54.0,8,2,21,5,8,0,0,0,0,0,0,0,0,0,21,9.0,0.0,0.0,0.0,2.0,0.0,0.0,85.0,1.0,1.0,1.0,Married,SSC,32,M,25000,100,0.16,0.333,0.622,,0,,0,0.0,0.0,0.0,0.0,20.152,1,0,ConsumerLoan,others,692,P2
50649,50650,5,1,4,3,0,0.6,0.0,0.8,0.2,4,0,0.8,0.0,2,0,0,0,5,0,0,5,0,0,60.0,2.0,74.0,,,0,,0,0,0,0,,,0,0,16,12,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,12TH,38,F,20000,71,0.8,0.75,1.009,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,716,P1
